Lot URL,Lot #,Est. Retail Value,Sale Date,Year,Make,Model,Engine Type,Cylinders,VIN,Title Code,Odometer,Odometer Description,Damage Description,Current Bid,My Bid,Item Number,Sale Name
https://www.copart.com/lotDetail/44729474,44729474,"27,399 USD",06/05/2024 01:00 am PKT,2024,HONDA,CIVIC SPOR,2.0L  4,4,2HGFE2F57RH521401,BILL OF SALE- SALVAGE,671 A,ACTUAL,FRONT END,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54775974,54775974,"11,428 USD",06/05/2024 01:00 am PKT,2004,CHEVROLET,SILVERADO,6.6L  8,8,1GCHK23114F116355,BILL OF SALE- SALVAGE,"222,909 A",ACTUAL,FRONT END,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56250374,56250374,0 USD,06/05/2024 01:00 am PKT,2009,TOYOTA,RAV4 LIMIT,3.5L  6,6,2T3BK31V69W006389,CERTIFICATE OF VEHICLE TITLE,"147,653 A",ACTUAL,FRONT END,325 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/71730762,71730762,"19,471 USD",06/05/2024 01:00 am PKT,2016,JEEP,RENEGADE L,2.4L  4,4,ZACCJBDT1GPD01617,PARTS ONLY BILL OF SALE,"80,857 N",NOT ACTUAL,REAR END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/52762084,52762084,0 USD,06/05/2024 01:00 am PKT,2017,KIA,NIRO FE,1.6L  4,4,KNDCB3LC4H5072039,CERTIFICATE OF VEHICLE TITLE,"102,575 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/45324474,45324474,"7,398 USD",06/05/2024 01:00 am PKT,2005,TOYOTA,HIGHLANDER,3.3L  6,6,JTEEP21A250120521,PARTS ONLY BILL OF SALE,"141,357 E",EXEMPT,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/51498974,51498974,"18,031 USD",06/05/2024 01:00 am PKT,2018,JEEP,COMPASS SP,2.4L  4,4,3C4NJDAB5JT175844,BILL OF SALE- SALVAGE,"20,187 A",ACTUAL,BURN,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/51818634,51818634,0 USD,06/05/2024 01:00 am PKT,2006,HONDA,PILOT EX,3.5L  6,6,5FNYF18656B011540,CERTIFICATE OF VEHICLE TITLE,"293,161 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/40670774,40670774,"15,495 USD",06/05/2024 01:00 am PKT,2019,NISSAN,ALTIMA,2.5L  4,4,1N4BL4BV5KC158261,BILL OF SALE- SALVAGE,"66,208 A",ACTUAL,SIDE,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/43130874,43130874,"44,110 USD",06/05/2024 01:00 am PKT,2022,MERCEDES-BENZ,GLC 300 4M,2.0L  4,4,W1N0G8EB2NG103495,BILL OF SALE- SALVAGE,"1,308 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50504194,50504194,"32,004 USD",06/05/2024 01:00 am PKT,2022,BMW,X1 XDRIVE2,2.0L  4,4,WBXJG9C0XN5U64765,BILL OF SALE- SALVAGE,"24,577 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50880954,50880954,"32,074 USD",06/05/2024 01:00 am PKT,2018,CHEVROLET,SUBURBAN K,5.3L  8,8,1GNSKHKC1JR268214,BILL OF SALE- SALVAGE,"76,992 A",ACTUAL,SIDE,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50916334,50916334,"5,331 USD",06/05/2024 01:00 am PKT,2015,CHEVROLET,EQUINOX LS,2.4L  4,4,2GNFLEEK1F6397279,BILL OF SALE- SALVAGE,"209,125 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/45542444,45542444,"14,810 USD",06/05/2024 01:00 am PKT,2017,FORD,EDGE SEL,3.5L  6,6,2FMPK4J88HBB95176,BILL OF SALE- SALVAGE,0 N,NOT ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/46145614,46145614,"13,771 USD",06/05/2024 01:00 am PKT,2016,NISSAN,ROGUE S,2.5L  4,4,5N1AT2MTXGC925210,BILL OF SALE- SALVAGE,"94,049 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/49996814,49996814,"16,872 USD",06/05/2024 01:00 am PKT,2012,CHEVROLET,SILVERADO,5.3L  8,8,3GCPKSE79CG115593,BILL OF SALE- SALVAGE,"112,701 N",NOT ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50163024,50163024,0 USD,06/05/2024 01:00 am PKT,2023,JEEP,CHEROKEE,2.4L  4,4,1C4PJMMB7PD112960,CERT OF TITLE - SALVAGE,"23,014 A",ACTUAL,ROLLOVER,30 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/53439284,53439284,"14,829 USD",06/05/2024 01:00 am PKT,2012,SUBARU,OUTBACK 3.,3.6L  6,6,4S4BRDKC5C2249797,BILL OF SALE- SALVAGE,"69,052 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/55227034,55227034,0 USD,06/05/2024 01:00 am PKT,2015,BMW,X3 XDRIVE2,2.0L  4,4,5UXWX9C56F0D44699,BILL OF SALE- SALVAGE,"125,585 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/55506414,55506414,0 USD,06/05/2024 01:00 am PKT,2005,FORD,EXPEDITION,5.4L  8,8,1FMFU18525LA58245,CERTIFICATE OF VEHICLE TITLE,"163,028 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56428074,56428074,0 USD,06/05/2024 01:00 am PKT,2016,CHEVROLET,SILVERADO,5.3L  8,8,1GCVKREC4GZ350261,CERTIFICATE OF VEHICLE TITLE,"69,701 A",ACTUAL,FRONT END,100 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/41945494,41945494,"22,394 USD",06/05/2024 01:00 am PKT,2019,FORD,TAURUS LIM,3.5L  6,6,1FAHP2J85KG112405,BILL OF SALE- SALVAGE,0 N,NOT ACTUAL,ALL OVER,100 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54169434,54169434,0 USD,06/05/2024 01:00 am PKT,2008,FORD,F250 SUPER,6.4L  8,8,1FTSW21R88ED39216,CERTIFICATE OF VEHICLE TITLE,"134,439 A",ACTUAL,MINOR DENT/SCRATCHES,80 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/49770754,49770754,"19,120 USD",06/05/2024 01:00 am PKT,2023,NISSAN,KICKS SV,1.6L  4,4,3N1CP5CV2PL481687,BILL OF SALE- SALVAGE,"33,091 A",ACTUAL,SIDE,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54279274,54279274,0 USD,06/05/2024 01:00 am PKT,2021,CHEVROLET,SILVERADO,5.3L  8,8,3GCNYAEF5MG343924,BILL OF SALE- SALVAGE,"30,177 A",ACTUAL,FRONT END,750 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/53872394,53872394,"11,893 USD",06/05/2024 01:00 am PKT,2008,HONDA,CR-V EXL,2.4L  4,4,JHLRE48728C036125,BILL OF SALE- SALVAGE,"60,831 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54819214,54819214,"7,864 USD",06/05/2024 01:00 am PKT,2007,JEEP,WRANGLER S,3.8L  6,6,1J4GB59147L106777,BILL OF SALE- SALVAGE,0 E,EXEMPT,BURN,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/55770384,55770384,"7,650 USD",06/05/2024 01:00 am PKT,2007,HONDA,ACCORD EX,2.4L  4,4,1HGCM56817A010358,CERTIFICATE OF VEHICLE TITLE,"258,858 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50734834,50734834,"20,696 USD",06/05/2024 01:00 am PKT,2022,CHEVROLET,MALIBU LS,1.5L  4,4,1G1ZB5STXNF148420,BILL OF SALE- SALVAGE,"12,768 A",ACTUAL,FRONT END,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50740844,50740844,"27,862 USD",06/05/2024 01:00 am PKT,2015,RAM,1500 LARAM,3.0L  6,6,1C6RR7JM2FS730648,BILL OF SALE- SALVAGE,"72,404 A",ACTUAL,ROLLOVER,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/51497764,51497764,"14,566 USD",06/05/2024 01:00 am PKT,2008,NISSAN,TITAN XE,5.6L  8,8,1N6AA07C58N346817,BILL OF SALE- SALVAGE,0 E,EXEMPT,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56758683,56758683,"5,894 USD",06/05/2024 01:00 am PKT,2000,CHEVROLET,SLVRD 1500,5.3L  8,8,1GCEK19T9YE371966,BILL OF SALE- SALVAGE,"202,387 A",ACTUAL,SIDE,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/49647304,49647304,"4,076 USD",06/05/2024 01:00 am PKT,2006,CHEVROLET,EQUINOX LT,3.4L  6,6,2CNDL73F666057381,BILL OF SALE- SALVAGE,"101,518 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/49746404,49746404,"7,500 USD",06/05/2024 01:00 am PKT,2009,FORD,RANGER,,,8AFDT50D796205651,BILL OF SALE- SALVAGE,"69,133 A",ACTUAL,ROLLOVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50824674,50824674,"10,049 USD",06/05/2024 01:00 am PKT,2016,NISSAN,ALTIMA 2.5,2.5L  4,4,1N4AL3AP3GC270508,BILL OF SALE- SALVAGE,"98,428 A",ACTUAL,SIDE,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/52167084,52167084,"6,774 USD",06/05/2024 01:00 am PKT,2007,HONDA,CIVIC SI,2.0L  4,4,2HGFA55537H713345,BILL OF SALE- SALVAGE,"184,560 A",ACTUAL,REAR END,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/44072674,44072674,"9,044 USD",06/05/2024 01:00 am PKT,2009,SUBARU,FORESTER 2,2.5L  4,4,JF2SH63679H727558,BILL OF SALE- SALVAGE,"151,115 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54196904,54196904,"42,102 USD",06/05/2024 01:00 am PKT,2016,CHEVROLET,SILVERADO,6.6L  8,8,1GC1KWE80GF198540,BILL OF SALE- SALVAGE,"91,958 A",ACTUAL,FRONT END,"1,600 USD",0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/55209384,55209384,"39,295 USD",06/05/2024 01:00 am PKT,2018,CHEVROLET,SILVERADO,5.3L  8,8,3GCUKREC5JG568941,BILL OF SALE- SALVAGE,"27,803 A",ACTUAL,REAR END,100 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/52374114,52374114,"21,052 USD",06/05/2024 01:00 am PKT,2019,GMC,ACADIA SLE,3.6L  6,6,1GKKNSLS8KZ262144,BILL OF SALE- SALVAGE,"84,706 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/52678154,52678154,0 USD,06/05/2024 01:00 am PKT,2020,CHEVROLET,EQUINOX LT,1.5L  4,4,3GNAXUEV0LS704571,BILL OF SALE- SALVAGE,"61,905 A",ACTUAL,FRONT END,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54099884,54099884,"17,893 USD",06/05/2024 01:00 am PKT,2014,TOYOTA,SIENNA LE,3.5L  6,6,5TDJK3DC5ES073826,BILL OF SALE- SALVAGE,"118,057 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/49799144,49799144,"16,769 USD",06/05/2024 01:00 am PKT,2013,TOYOTA,RAV4 LIMIT,2.5L  4,4,2T3DFREV0DW039472,BILL OF SALE- SALVAGE,"126,107 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/53822504,53822504,"12,365 USD",06/05/2024 01:00 am PKT,2016,MAZDA,CX-5 SPORT,2.5L  4,4,JM3KE2BY4G0837103,BILL OF SALE- SALVAGE,"112,581 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/48656834,48656834,"10,978 USD",06/05/2024 01:00 am PKT,2014,KIA,SOUL,1.6L  4,4,KNDJN2A26E7086026,BILL OF SALE- SALVAGE,"62,178 A",ACTUAL,VANDALISM,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/52890834,52890834,"7,243 USD",06/05/2024 01:00 am PKT,2010,TOYOTA,COROLLA,1.8L  4,4,1NXBU4EE3AZ246247,BILL OF SALE- SALVAGE,"149,825 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/37566934,37566934,"21,402 USD",06/05/2024 01:00 am PKT,2017,JEEP,GRAND CHER,3.6L  6,6,1C4RJFAG0HC700548,PARTS ONLY BILL OF SALE,"67,114 N",NOT ACTUAL,SIDE,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/53174854,53174854,"3,605 USD",06/05/2024 01:00 am PKT,2008,CHEVROLET,IMPALA LT,3.9L  6,6,2G1WC583981298604,BILL OF SALE- SALVAGE,"251,548 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/53909284,53909284,0 USD,06/05/2024 01:00 am PKT,2008,SUBARU,LEGACY 2.5,2.5L  4,4,4S3BL616987219774,CERT OF VEH TITLE-RECONSTRUCTE,"193,150 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/42086374,42086374,"36,000 USD",06/05/2024 01:00 am PKT,2021,CHEVROLET,SILVERADO,2.7L  4,4,3GCPYBEK7MG465955,BILL OF SALE- SALVAGE,"87,464 A",ACTUAL,SIDE,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/46840714,46840714,"9,055 USD",06/05/2024 01:00 am PKT,2017,CHEVROLET,CRUZE LT,1.4L  4,4,1G1BE5SM2H7137007,BILL OF SALE- SALVAGE,"107,665 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56536514,56536514,0 USD,06/05/2024 01:00 am PKT,2005,TOYOTA,HIGHLANDER,3.3L  6,6,JTEEP21A150119117,CERTIFICATE OF VEHICLE TITLE,"200,074 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56641534,56641534,0 USD,06/05/2024 01:00 am PKT,2018,HYUNDAI,ELANTRA SE,2.0L  4,4,5NPD84LF8JH314257,BILL OF SALE- SALVAGE,"70,434 A",ACTUAL,REAR END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56521504,56521504,"27,856 USD",06/05/2024 01:00 am PKT,2004,FORD,TAURUS SES,3.0L  6,6,1FAFP55S54G201456,CERTIFICATE OF VEHICLE TITLE,0 E,EXEMPT,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/55572194,55572194,0 USD,06/05/2024 01:00 am PKT,2004,TOYOTA,CAMRY LE,2.4L  4,4,4T1BE32K74U907610,CERTIFICATE OF VEHICLE TITLE,"272,827 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/55573274,55573274,"2,000 USD",06/05/2024 01:00 am PKT,2006,HONDA,PILOT EX,3.5L  6,6,2HKYF18526H527797,CERTIFICATE OF VEHICLE TITLE,"196,347 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/82908043,82908043,"11,973 USD",06/05/2024 01:00 am PKT,2012,FORD,FLEX LIMIT,3.5L  6,6,2FMHK6DC1CBD17708,PARTS ONLY BILL OF SALE,"114,878 N",NOT ACTUAL,VANDALISM,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50381824,50381824,"15,019 USD",06/05/2024 01:00 am PKT,2020,KIA,RIO LX,1.6L  4,4,3KPA24AD6LE359324,BILL OF SALE- SALVAGE,"34,257 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/49970064,49970064,"36,456 USD",06/05/2024 01:00 am PKT,2023,SUBARU,WRX,2.5L  4,4,JF1VBAF67P9811940,BILL OF SALE- SALVAGE,"2,778 A",ACTUAL,FRONT END,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/47340064,47340064,"12,048 USD",06/05/2024 01:00 am PKT,2015,NISSAN,VERSA NOTE,1.6L  4,4,3N1CE2CP7FL372971,BILL OF SALE- SALVAGE,"30,857 A",ACTUAL,REAR END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50723754,50723754,"8,788 USD",06/05/2024 01:00 am PKT,2015,FORD,ESCAPE SE,1.6L  4,4,1FMCU9GX0FUB62278,BILL OF SALE- SALVAGE,"106,521 N",NOT ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/78477273,78477273,"11,401 USD",06/05/2024 01:00 am PKT,2019,KIA,OPTIMA,2.4L  4,4,5XXGT4L33KG350730,BILL OF SALE- SALVAGE,"70,607 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54057774,54057774,"2,190 USD",06/05/2024 01:00 am PKT,2001,GMC,JIMMY,4.3L  6,6,1GKCS18WX1K101689,CERTIFICATE OF VEHICLE TITLE,"192,026 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/43658144,43658144,"17,549 USD",06/05/2024 01:00 am PKT,2015,AUDI,A6 PREMIUM,2.0L  4,4,WAUFFAFC5FN012461,BILL OF SALE- SALVAGE,0 N,NOT ACTUAL,SIDE,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/49643034,49643034,"28,017 USD",06/05/2024 01:00 am PKT,2018,GMC,ACADIA DEN,3.6L  6,6,1GKKNXLS0JZ245575,BILL OF SALE- SALVAGE,"61,944 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/55219814,55219814,"8,588 USD",06/05/2024 01:00 am PKT,2007,AUDI,Q7 4.2 QUA,4.2L  8,8,WA1BV94L17D044525,BILL OF SALE- SALVAGE,"154,271 A",ACTUAL,SIDE,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/46836754,46836754,"8,178 USD",06/05/2024 01:00 am PKT,2012,HONDA,CIVIC LX,1.8L  4,4,19XFB2F53CE061129,PARTS ONLY BILL OF SALE,"161,139 N",NOT ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/51087374,51087374,"7,456 USD",06/05/2024 01:00 am PKT,2016,FORD,FOCUS SE,2.0L  4,4,1FADP3K25GL351790,BILL OF SALE- SALVAGE,"124,765 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54776594,54776594,"6,498 USD",06/05/2024 01:00 am PKT,2008,VOLKSWAGEN,JETTA S,2.5L  5,5,3VWJZ71K28M030240,BILL OF SALE- SALVAGE,"92,388 E",EXEMPT,REAR END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/55720224,55720224,"6,275 USD",06/05/2024 01:00 am PKT,2009,FORD,ESCAPE XLT,3.0L  6,6,1FMCU93G89KA53816,CERTIFICATE OF VEHICLE TITLE,"103,528 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/51108954,51108954,"6,705 USD",06/05/2024 01:00 am PKT,2006,FORD,F150 SUPER,5.4L  8,8,1FTPW14V36KE04772,BILL OF SALE- SALVAGE,"159,246 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54283284,54283284,"12,692 USD",06/05/2024 01:00 am PKT,2011,JEEP,GRAND CHER,3.6L  6,6,1J4RR4GG1BC668988,BILL OF SALE- SALVAGE,"39,091 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/54978724,54978724,"7,494 USD",06/05/2024 01:00 am PKT,2009,TOYOTA,CAMRY BASE,2.4L  4,4,4T1BE46K39U812758,BILL OF SALE- SALVAGE,"145,876 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/48348204,48348204,"14,683 USD",06/05/2024 01:00 am PKT,2019,HYUNDAI,ELANTRA SE,2.0L  4,4,5NPD84LF9KH462970,BILL OF SALE- SALVAGE,"48,632 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/52013834,52013834,"9,473 USD",06/05/2024 01:00 am PKT,2012,CHEVROLET,EQUINOX LT,2.4L  4,4,2GNFLEEK8C6222524,BILL OF SALE- SALVAGE,"93,984 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/52232654,52232654,"11,925 USD",06/05/2024 01:00 am PKT,2015,LINCOLN,MKZ,2.0L  4,4,3LN6L2G97FR617806,CERT OF VEH TITLE-RECONSTRUCTE,"100,366 N",NOT ACTUAL,SIDE,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/53841844,53841844,"9,475 USD",06/05/2024 01:00 am PKT,2012,TOYOTA,CAMRY BASE,2.5L  4,4,4T4BF1FK2CR272019,CERTIFICATE OF VEHICLE TITLE,"199,701 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56126284,56126284,"8,425 USD",06/05/2024 01:00 am PKT,2010,TOYOTA,PRIUS,1.8L  4,4,JTDKN3DU6A0079586,CERT OF VEH TITLE-RECONSTRUCTE,"265,009 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56638204,56638204,0 USD,06/05/2024 01:00 am PKT,2018,CHEVROLET,CRUZE LT,1.4L  4,4,1G1BE5SM8J7164136,BILL OF SALE- SALVAGE,"35,592 N",NOT ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56650814,56650814,0 USD,06/05/2024 01:00 am PKT,2011,HYUNDAI,VERACRUZ G,3.8L  6,6,KM8NUDCC9BU143267,CERTIFICATE OF VEHICLE TITLE,"120,554 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56440814,56440814,"2,236 USD",06/05/2024 01:00 am PKT,2002,MITSUBISHI,LANCER OZ,2.0L  4,4,JA3AJ86E82U026505,CERTIFICATE OF VEHICLE TITLE,"146,198 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/56646074,56646074,"5,150 USD",06/05/2024 01:00 am PKT,2009,FORD,FOCUS SE,2.0L  4,4,1FAHP35N59W100079,CERTIFICATE OF VEHICLE TITLE,"162,120 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/44562284,44562284,"9,891 USD",06/05/2024 01:00 am PKT,2009,TOYOTA,TUNDRA DOU,5.7L  8,8,5TFBV54119X084375,BILL OF SALE- SALVAGE,"229,224 E",EXEMPT,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/49784024,49784024,"36,995 USD",06/05/2024 01:00 am PKT,2021,TOYOTA,HIGHLA XLE,3.5L  6,6,5TDHZRBH8MS536388,BILL OF SALE- SALVAGE,0 N,NOT ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/50564574,50564574,"8,823 USD",06/05/2024 01:00 am PKT,2007,DODGE,RAM 2500 S,5.7L  8,8,3D7KS26D97G742160,BILL OF SALE- SALVAGE,"147,406 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/51075364,51075364,0 USD,06/05/2024 01:00 am PKT,2017,HYUNDAI,ACCENT SE,1.6L  4,4,KMHCT4AE1HU216560,CERT OF VEH TITLE-RECONSTRUCTE,"67,047 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/40087504,40087504,"54,682 USD",06/05/2024 01:00 am PKT,2019,CHEVROLET,SILVERADO,6.6L  8,8,1GC1KTEY0KF167778,BILL OF SALE- SALVAGE,"39,483 A",ACTUAL,FRONT END,"5,100 USD",0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/52929464,52929464,0 USD,06/05/2024 01:00 am PKT,2014,DODGE,DART SE AE,1.4L  4,4,1C3CDFDHXED794613,CERTIFICATE OF VEHICLE TITLE,"69,195 A",ACTUAL,MECHANICAL,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/47521284,47521284,"10,551 USD",Future,2013,BUICK,ENCORE PRE,1.4L  4,4,KL4CJHSB0DB079830,CERT OF TITLE-SALVAGE,"119,906 A",ACTUAL,SIDE,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/44355174,44355174,"6,703 USD",Future,2003,SUBARU,LEGACY OUT,2.5L  4,4,4S3BH675537606234,CERTIFICATE OF SALVAGE,"209,499 A",ACTUAL,ALL OVER,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/49003544,49003544,"23,356 USD",Future,2020,JEEP,CHEROKEE L,2.4L  4,4,1C4PJMLB0LD637628,BILL OF SALE- SALVAGE,"24,332 A",ACTUAL,FRONT END,0 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/81623813,81623813,"20,101 USD",Future,2016,HONDA,PILOT EXL,3.5L  6,6,5FNYF6H52GB065920,BILL OF SALE- SALVAGE,"159,958 A",ACTUAL,FRONT END,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/44584004,44584004,"15,838 USD",Future,2013,CHEVROLET,1500,5.3L  8,8,1GCNKSE04DZ313638,BILL OF SALE- SALVAGE,"127,682 A",ACTUAL,ALL OVER,25 USD,0 USD,0,AK - ANCHORAGE
https://www.copart.com/lotDetail/55706834,55706834,"24,667 USD",Future,2019,HONDA,HR-V EXL,1.8L  4,4,3CZRU6H76KM735849,BILL OF SALE- SALVAGE,"46,685 A",ACTUAL,REAR END,0 USD,0 USD,0,AK - ANCHORAGE
